('had', 'never', 'seen'),5,7.176175098672408e-05
('had', 'not', 'been'),5,7.176175098672408e-05
('it', 'had', 'been'),5,7.176175098672408e-05
('They', "'re", 'not'),5,7.176175098672408e-05
('Cohn', 'said', 'He'),5,7.176175098672408e-05
('I', "'ll", 'be'),5,7.176175098672408e-05
('a', 'fool', 'I'),5,7.176175098672408e-05
('to', 'go', 'back'),5,7.176175098672408e-05
('on', 'the', 'ground'),5,7.176175098672408e-05
('to', 'the', 'bar'),5,7.176175098672408e-05
('This', 'is', 'a'),5,7.176175098672408e-05
('said', 'There', "'s"),5,7.176175098672408e-05
('did', 'not', 'like'),5,7.176175098672408e-05
('ca', "n't", 'do'),5,7.176175098672408e-05
('crowd', 'on', 'the'),5,7.176175098672408e-05
('on', 'the', 'terrace'),5,7.176175098672408e-05
('me', 'and', 'I'),5,7.176175098672408e-05
('and', 'I', 'put'),5,7.176175098672408e-05
('What', 'are', 'you'),5,7.176175098672408e-05
('and', 'I', 'had'),5,7.176175098672408e-05
('did', 'not', 'know'),5,7.176175098672408e-05
("n't", 'you', 'know'),5,7.176175098672408e-05
('on', 'I', 'said'),5,7.176175098672408e-05
('at', 'his', 'table'),5,7.176175098672408e-05
('She', 'turned', 'to'),5,7.176175098672408e-05
('No', 'I', 'do'),5,7.176175098672408e-05
('the', 'room', 'and'),5,7.176175098672408e-05
("'s", 'a', 'good'),5,7.176175098672408e-05
('I', 'went', 'over'),5,7.176175098672408e-05
('standing', 'in', 'the'),5,7.176175098672408e-05
('to', 'take', 'the'),5,7.176175098672408e-05
('on', 'the', 'floor'),5,7.176175098672408e-05
('As', 'soon', 'as'),5,7.176175098672408e-05
('I', 'sat', 'down'),5,7.176175098672408e-05
('I', "'ve", 'just'),5,7.176175098672408e-05
('did', 'you', 'get'),5,7.176175098672408e-05
('Jake', 'It', "'s"),5,7.176175098672408e-05
('Brett', 'said', 'She'),5,7.176175098672408e-05
('Robert', 'Cohn', 'said'),5,7.176175098672408e-05
('smiled', 'at', 'him'),5,7.176175098672408e-05
('Do', "n't", 'talk'),5,7.176175098672408e-05
('like', 'a', 'fool'),5,7.176175098672408e-05
("'s", 'get', 'out'),5,7.176175098672408e-05
('put', 'it', 'in'),5,7.176175098672408e-05
('it', 'in', 'the'),5,7.176175098672408e-05
('got', 'in', 'and'),5,7.176175098672408e-05
('it', 'was', 'dark'),5,7.176175098672408e-05
('The', 'street', 'was'),5,7.176175098672408e-05
("'s", 'face', 'was'),5,7.176175098672408e-05
('Please', 'do', "n't"),5,7.176175098672408e-05
('the', 'matter', 'I'),5,7.176175098672408e-05
('to', 'be', 'in'),5,7.176175098672408e-05
('you', 'think', 'so'),5,7.176175098672408e-05
('I', 'think', 'it'),5,7.176175098672408e-05
('to', 'go', 'I'),5,7.176175098672408e-05
('the', 'lights', 'of'),5,7.176175098672408e-05
('I', 'want', 'you'),5,7.176175098672408e-05
('in', 'at', 'the'),5,7.176175098672408e-05
('I', 'said', 'Do'),5,7.176175098672408e-05
('knocked', 'on', 'the'),5,7.176175098672408e-05
('There', 'were', 'two'),5,7.176175098672408e-05
('To', 'hell', 'with'),5,7.176175098672408e-05
('you', 'could', 'not'),5,7.176175098672408e-05
('we', 'were', 'going'),5,7.176175098672408e-05
('and', 'all', 'the'),5,7.176175098672408e-05
('and', 'then', 'I'),5,7.176175098672408e-05
('to', 'the', 'door'),5,7.176175098672408e-05
('you', 'think', 'I'),5,7.176175098672408e-05
('the', 'count', 'He'),5,7.176175098672408e-05
('hell', "'s", 'own'),5,7.176175098672408e-05
('Told', 'him', 'I'),5,7.176175098672408e-05
('hand', 'on', 'the'),5,7.176175098672408e-05
('Do', "n't", 'look'),5,7.176175098672408e-05
('I', 'was', 'in'),5,7.176175098672408e-05
('the', 'street', 'to'),5,7.176175098672408e-05
('the', 'bed', 'and'),5,7.176175098672408e-05
('a', 'little', 'while'),5,7.176175098672408e-05
('sat', 'at', 'the'),5,7.176175098672408e-05
('That', "'s", 'the'),5,7.176175098672408e-05
('is', "n't", 'it'),5,7.176175098672408e-05
('the', 'sort', 'of'),5,7.176175098672408e-05
('to', 'hell', 'I'),5,7.176175098672408e-05
('said', 'She', "'s"),5,7.176175098672408e-05
('Cohn', 'said', 'I'),5,7.176175098672408e-05
('do', "n't", 'believe'),5,7.176175098672408e-05
('from', 'the', 'table'),5,7.176175098672408e-05
('Sit', 'down', 'I'),5,7.176175098672408e-05
('down', 'I', 'said'),5,7.176175098672408e-05
('went', 'down', 'to'),5,7.176175098672408e-05
('Come', 'on', 'Let'),5,7.176175098672408e-05
("'s", 'go', 'and'),5,7.176175098672408e-05
('We', 'had', 'a'),5,7.176175098672408e-05
('He', "'s", 'all'),5,7.176175098672408e-05
('to', 'our', 'table'),5,7.176175098672408e-05
('I', 'think', 'I'),5,7.176175098672408e-05
('early', 'in', 'the'),5,7.176175098672408e-05
('were', 'sitting', 'on'),5,7.176175098672408e-05
('I', "'m", 'so'),5,7.176175098672408e-05
('went', 'on', 'talking'),5,7.176175098672408e-05
('did', "n't", 'have'),5,7.176175098672408e-05
("n't", 'you', 'Robert'),5,7.176175098672408e-05
('want', 'to', 'do'),5,7.176175098672408e-05
('Of', 'course', 'I'),5,7.176175098672408e-05
('it', 'It', "'s"),5,7.176175098672408e-05
('and', 'he', "'s"),5,7.176175098672408e-05
('it', 'That', "'s"),5,7.176175098672408e-05
('Want', 'to', 'go'),5,7.176175098672408e-05
('going', 'to', 'England'),5,7.176175098672408e-05
